0,Published,Link,Title,Snippet
40,2020-07-30T11:48:13Z,https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-nia-arrests-two-for-supporting-maoists-in-assassination-of-bjp-mla-in-bastar/articleshow/77262065.cms,Chhattisgarh: NIA arrests two for supporting Maoists in assassination of BJP MLA in Bastar,
41,2020-07-30T11:23:58Z,https://timesofindia.indiatimes.com/india/rajasthan-video-of-speaker-cms-son-goes-viral-bjp-seeks-joshis-resignation/articleshow/77261272.cms,"Rajasthan: Video of speaker, CM's son goes viral; BJP seeks Joshi's resignation",A huge controversy erupted in Rajasthan soon after a video of a conversation between assembly speaker C P Joshi and chief minister Ashok Gehlot's son Vaibhav Gehlot went viral in which the speaker was heard talking about how 30 MLAs could have toppled the state government as the situation was tough.
42,2020-07-30T11:20:41Z,https://timesofindia.indiatimes.com/city/pune/convert-properties-at-lavasa-into-covid-19-facilities-pune-bjp-mp/articleshow/77261501.cms,Convert properties at Lavasa into Covid-19 facilities: Pune BJP MP,BJP Lok Sabha member from Pune Girish Bapat has demanded that some properties including a private hospital in Lavasa hill city in Pune be converted into Covid-19 facilities for patients from nearby areas.
43,2020-07-30T10:44:32Z,https://timesofindia.indiatimes.com/india/will-look-into-reported-statements-made-on-restoration-of-4g-internet-service-in-jk-centre-to-sc/articleshow/77216392.cms,Will look into reported statements made on restoration of 4G Internet service in J&K: Centre to SC,
44,2020-07-30T10:08:02Z,https://timesofindia.indiatimes.com/city/delhi/aap-bjp-row-over-corporation-taxes-spills-on-to-streets/articleshow/77253598.cms,AAP-BJP row over corporation taxes spills on to streets,A major confrontation between Aam Aadmi Party and BJP-led municipal corporations is brewing after AAP alleged corruption in the civic bodies. AAP also held a protest march on Wednesday against the tax hike announced by South Delhi Municipal Corporation. The march started from the party headquarters and police stopped and detained the protesters before they reached the BJP headquarters.
45,2020-07-30T08:10:16Z,https://timesofindia.indiatimes.com/city/kochi/accused-to-get-notice-in-palathayi-case/articleshow/77248099.cms,Kerala: Accused to get notice in Palathayi case,"The high court on Wednesday directed for sending notice to Kuniyil Padmarajan, a local leader of BJP and school teacher, who is accused of sexually abusing a Class IV student at Palathayi in Kannur."
0,2020-07-30T08:10:16Z,https://timesofindia.indiatimes.com/city/kochi/accused-to-get-notice-in-palathayi-case/articleshow/77248099.cms,Kerala: Accused to get notice in Palathayi case,"The high court on Wednesday directed for sending notice to Kuniyil Padmarajan, a local leader of BJP and school teacher, who is accused of sexually abusing a Class IV student at Palathayi in Kannur."
1,2020-07-30T07:30:50Z,https://timesofindia.indiatimes.com/city/lucknow/bjp-netas-seek-early-formation-of-executive/articleshow/77257318.cms,BJP netas seek early formation of executive,"As the wait for the formation of the new state executive of BJP continues, some old office-bearers of the party held a meeting in the city on Wednesday to draw the attention of the Central leadership towards 'highhandedness and arrogance' of some powerful functionaries."
2,2020-07-30T07:04:50Z,https://timesofindia.indiatimes.com/city/mumbai/bjp-going-all-out-to-destabilise-maha-govt-sharad-pawar/articleshow/77256719.cms,BJP going all out to destabilise Maha govt: Sharad Pawar,"NCP president and architect of the Maha Vikas Aghadi government Sharad Pawar on Tuesday came down heavily on the BJP, saying even now it was making all-out efforts to destabilize the Uddhav Thackeray-led government."
3,2020-07-30T06:23:02Z,https://timesofindia.indiatimes.com/city/kolkata/bjp-awaits-developments-to-draw-up-bengal-poll-plan/articleshow/77251039.cms,BJP awaits ‘developments’ to draw up Bengal poll plan,
4,2020-07-30T05:23:48Z,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sushant-singh-rajput-case-bjp-mp-subramanian-swamy-thinks-the-late-actor-was-murdered-shares-points-supporting-murder-and-suicide-theory/articleshow/77254307.cms,Sushant Singh Rajput case: BJP MP Subramanian Swamy thinks the late actor was ‘murdered’; shares points ‘supporting murder and suicide theory’,"BJP MP Subramanian Swamy has taken to his Twitter handle and has shared why he feels Sushant Singh Rajput was murdered. Today, he shared a detailed analysis list on Twitter which has a few points in suicide and murder theory."
5,2020-07-30T04:39:22Z,https://timesofindia.indiatimes.com/city/hyderabad/bjps-chalo-mallaram-march-foiled/articleshow/77249621.cms,BJP’s Chalo Mallaram march foiled,
6,2020-07-30T02:49:52Z,https://timesofindia.indiatimes.com/city/bhopal/mp-bjp-chief-2-more-ministers-test-positive-for-covid-19/articleshow/77249318.cms,"MP BJP chief, two more ministers test positive for Covid-19","Coronavirus is spreading alarmingly in the Madhya Pradesh cabinet and BJP leadership. State party chief VD Sharma, ministers Tulsiram Silawat and Ramkhelawan Patel, and BJP organizational general secretary Suhas Bhagat have tested positive in the last 24 hours."
7,2020-07-29T23:13:00Z,https://timesofindia.indiatimes.com/city/aurangabad/set-up-training-institute-for-matang-community-demands-bjp-mla/articleshow/77247380.cms,"Set up training institute for Matang community, demands BJP MLA",
8,2020-07-29T23:00:00Z,https://timesofindia.indiatimes.com/city/mysuru/yediyurappa-will-complete-his-term-as-cm-says-former-minister/articleshow/77248763.cms,"Yediyurappa will complete his term as CM, says former minister",
9,2020-07-29T22:54:00Z,https://timesofindia.indiatimes.com/city/nagpur/goats-flown-to-dubai-activists-protest-over-cruelty/articleshow/77249688.cms,"Goats flown to Dubai, activists protest over ‘cruelty’",
10,2020-07-29T22:33:00Z,https://timesofindia.indiatimes.com/city/goa/no-record-of-congress-bjp-merger-says-ec/articleshow/77250387.cms,"No record of Congress-BJP merger, says EC",
11,2020-07-29T19:45:41Z,https://timesofindia.indiatimes.com/city/delhi/aap-bjp-row-over-corpn-taxes-spills-on-to-streets/articleshow/77250669.cms,AAP-BJP row over corpn taxes spills on to streets,
12,2020-07-29T18:42:31Z,https://timesofindia.indiatimes.com/city/hyderabad/ram-temple-telangana-bjp-chief-condemns-asaduddin-owaisi-over-his-remark-against-pm-modi/articleshow/77242527.cms,Ram Temple: Telangana BJP chief condemns Asaduddin Owaisi over his remark against PM Modi,
13,2020-07-29T18:20:55Z,https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-bjp-mla-raises-questions-over-vips-choosing-private-hospitals-for-covid-treatment/articleshow/77248947.cms,Madhya Pradesh: BJP MLA raises questions over VIPs choosing private hospitals for Covid treatment,"Amid resentment among BJP leaders, former minister and MLA, Ajay Vishnoi used caustic remarks to upset his own party leaders on Wednesday when he said that all VIPs of the state are compelled to take shelter in the private hospital in the absence of a well equipped government medical college during Covid-19 crisis."
14,2020-07-29T18:10:57Z,https://timesofindia.indiatimes.com/city/lucknow/whys-maya-breaking-ranks-with-opposition-to-be-soft-on-bjp/articleshow/77230337.cms,UP: Why’s BSP chief Mayawati breaking ranks with Opposition to be soft on BJP?,"BSP's ties with Congress are on a downswing since the 2018 assembly elections in MP and Rajasthan when the grand old party dumped BSP, of late she has almost broken ranks with the opposition to back the BJP-led Central govt on issues like stand-off with China. Mayawati has accused Gehlot govt of stealing her MLAs and has demanded President's rule in Rajasthan."
15,2020-07-29T16:23:20Z,https://timesofindia.indiatimes.com/city/bhopal/top-three-in-madhya-pradesh-bjp-leadership-diagnosed-with-covid-19/articleshow/77246229.cms,Top three in Madhya Pradesh BJP leadership diagnosed with Covid-19,
16,2020-07-29T16:22:49Z,https://timesofindia.indiatimes.com/india/respect-workers-leave-bjp-hospitality-pilot-new-rajasthan-cong-chief-exchange-messages-on-twitter/articleshow/77246066.cms,"'Respect workers', 'leave BJP hospitality': Pilot, new Rajasthan Cong chief exchange messages on Twitter","Sachin Pilot, who rebelled against the Ashok Gehlot government, congratulated Govind Singh Dotasra on Wednesday for taking charge as the Rajasthan Congress president, saying he expects the new chief will work without prejudice and will treat with respect the workers with whose hard work the government has been formed."
17,2020-07-29T15:22:59Z,https://timesofindia.indiatimes.com/city/delhi/bjp-leader-in-north-delhi-civic-body-has-sent-defamation-notices-to-us-claim-aap-leaders-atishi-raghav-chadha/articleshow/77244759.cms,"BJP leader in North MCD issued defamation notices of Rs 1 crore against us, claim AAP's Atishi, Raghav Chadha","AAP leaders Atishi and Raghav Chadha on Wednesday claimed that they have been served with defamation notices of Rs 1 crore by BJP leader Yogesh Kumar for flagging ""corruption"" in municipal corporations of Delhi (MCDs). No immediate reaction was available from Kumar, the Leader of House in the North Delhi civic body, on the matter."
18,2020-07-29T14:23:41Z,https://timesofindia.indiatimes.com/india/bjp-confused-as-it-cannot-topple-maharashtra-govt-shiv-sena/articleshow/77242705.cms,BJP confused as it cannot topple Maharashtra govt: Shiv Sena,
19,2020-07-29T13:02:56Z,https://timesofindia.indiatimes.com/home/education/news/cabinet-approves-new-national-education-policy-hrd-ministry-to-be-renamed-education-ministry/articleshow/77242504.cms,"Cabinet approves new National Education Policy, HRD Ministry to be renamed Education Ministry","A single regulator for higher education institutions, multiple entry and exit options in degree courses, discontinuation of MPhil, low stakes board exams, common entrance exams for universities are among the highlights of the new National Education Policy approved by the Cabinet. The Cabinet also approved changing the name of the HRD ministry to education ministry."
20,2020-07-29T11:11:06Z,https://timesofindia.indiatimes.com/city/mumbai/bakrid-bjp-leaders-slam-muslim-ministers-for-failure-to-convince-maharashtra-cm-to-issue-clear-guidelines-on-qurbani/articleshow/77240529.cms,Bakrid: BJP leaders slam Muslim ministers for failure to convince Maharashtra CM to issue clear guidelines on qurbani,
21,2020-07-29T08:58:13Z,https://timesofindia.indiatimes.com/city/goa/bjp-says-oppn-agreed-to-1-day-session-kamat-calls-it-lies/articleshow/77229634.cms,"BJP says opposition agreed to one-day session, Digambar Kamat calls it ‘lies’",
22,2020-07-29T08:07:07Z,https://timesofindia.indiatimes.com/city/ranchi/nadda-opens-bjp-office-in-8-dists-flays-hemant-govt/articleshow/77228566.cms,"J P Nadda opens BJP office in 8 dists, flays Hemant Soren govt","BJP national president J P Nadda on Tuesday inaugurated new party offices in eight districts of Jharkhand online from Delhi and criticised the state govt on all fronts, prompting the ruling JMM-Congress-RJD alliance to criticise the saffron party for “lavish spending” when people are facing financial crunch and job losses during the pandemic."
23,2020-07-29T07:18:59Z,https://timesofindia.indiatimes.com/city/bhopal/eye-on-bypolls-bjp-to-bank-on-chambal-gwalior-devpt/articleshow/77228532.cms,"Eye on bypolls, BJP to bank on Chambal-Gwalior development","Development of Gwalior- Chambal region, where crucial by-polls is to be held on majority of assembly seats in coming months that would decide the fate of Madhya Pradesh government, is in the focus of both the state and Union government."
24,2020-07-29T06:58:51Z,https://timesofindia.indiatimes.com/city/meerut/ups-bjp-mla-claims-threat-to-life-from-gangster-sunil-rathi-lodged-in-tihar-seeks-more-security/articleshow/77226328.cms,"UP’s BJP MLA claims threat to life from gangster Sunil Rathi lodged in Tihar, seeks more security","An MLA of the ruling BJP in UP’s Baghpat has sought additional security claiming threat to his life from notorious criminal Sunil Rathi who is lodged in Delhi’s Tihar Prison. Yogesh Dhama, the MLA from Baghpat constituency, claimed that a crackdown against illegal sand mining in his region has irked several key aides of the gangster."
25,2020-07-29T06:16:56Z,https://timesofindia.indiatimes.com/india/rajasthan-government-firm-on-july-31-session-says-governors-advice-not-binding/articleshow/77230202.cms,"Rajasthan government firm on July 31 session, says governor's advice ‘not binding’","Adamant about its stand on convening the Rajasthan assembly session from July 31, the Ashok Gehlot government on Tuesday sent yet another proposal — its third since July 23 — to governor Kalraj Mishra, saying that there is no rule that requires them to serve a 21-day notice for calling sessions, which have been convened on much shorter notices several times in the past."
26,2020-07-29T06:15:06Z,https://timesofindia.indiatimes.com/city/thiruvananthapuram/respite-for-sivasankar-cm-wins-first-round/articleshow/77228627.cms,"Gold smuggling case: Respite for Sivasankar, Kerala CM Pinarayi Vijayan wins first round",
27,2020-07-29T05:29:14Z,https://timesofindia.indiatimes.com/city/jaipur/bjp-questions-priyankas-silence-on-merger-of-six-bsp-mlas-with-cong/articleshow/77230048.cms,BJP questions Priyanka Gandhi’s silence on merger of six BSP MLAs with Congress,
28,2020-07-29T04:49:48Z,https://timesofindia.indiatimes.com/city/jaipur/hc-to-hear-bjp-mlas-pleas-on-bsp-cong-merger-today/articleshow/77230060.cms,Rajasthan HC to hear BJP MLA’s pleas on BSP-Congress merger today,
29,2020-07-28T23:01:00Z,https://timesofindia.indiatimes.com/city/dehradun/bjp-issues-show-cause-notice-to-mla-karanwal/articleshow/77226066.cms,BJP issues show cause notice to MLA Karanwal,
30,2020-07-28T22:46:00Z,https://timesofindia.indiatimes.com/city/nagpur/bjp-opposes-extended-lockdown-proposal-in-city/articleshow/77228716.cms,BJP opposes extended lockdown proposal in city,
31,2020-07-28T22:36:10Z,https://timesofindia.indiatimes.com/india/mayawati-to-approach-sc-over-congress-stealing-her-mlas/articleshow/77231235.cms,Mayawati to approach SC over Congress ‘stealing’ her MLAs,"In an apparent reference to Sachin Pilot’s revolt, calling Congress the “original thief”, she said, “Chori ka saamaan chori hone par shor macha rahe hain (They are screaming after what they stole has been stolen by someone else).” She asked why the Congress high command was quiet about the six BSP MLAs."
32,2020-07-28T17:56:42Z,https://timesofindia.indiatimes.com/city/indore/bjp-leader-rides-donkey-for-rains-in-indores-rau/articleshow/77225846.cms,BJP leader rides donkey for rains in Indore's Rau,"In a bizarre display, a Bharatiya Janta Party (BJP) leader on Tuesday rode a donkey – also while facing the rear – to seek blessings from rain gods in Rau area of Indore."
33,2020-07-28T17:46:56Z,https://timesofindia.indiatimes.com/city/delhi/riots-case-bjp-condemns-delhi-govts-rejection-of-lawyer-panel-proposed-by-police/articleshow/77227170.cms,Riots case: BJP condemns Delhi government's rejection of lawyer panel proposed by police,"The AAP government rejected the panel of lawyers proposed by the Delhi Police, saying it would not help a ""free and fair"" trial of the February riots."
34,2020-07-28T17:01:27Z,https://timesofindia.indiatimes.com/india/rajasthan-bjp-chief-satish-poonia-targets-priyanka-gandhi-over-bsp-mlas-controversy/articleshow/77225910.cms,Rajasthan BJP chief Satish Poonia targets Priyanka Gandhi over BSP MLAs controversy,BJP state president Satish Poonia on Tuesday targeted Congress general secretary Priyanka Gandhi Vadra over her tweet regarding the BSP issuing a whip to its six MLAs who joined the Congress in Rajasthan.
35,2020-07-28T16:37:39Z,https://timesofindia.indiatimes.com/city/bhubaneswar/odisha-two-bjp-mlas-booked-for-forcibly-entering-collector-office/articleshow/77225636.cms,Odisha: Two BJP MLAs booked for 'forcibly' entering collector office,
36,2020-07-28T15:56:37Z,https://timesofindia.indiatimes.com/city/bhopal/mp-bjps-disgruntled-meets-at-raghunandans-place-allege-neglect/articleshow/77224379.cms,"Madhya Pradesh BJP's disgruntled meet at Raghunandan's place, allege neglect",
37,2020-07-28T15:54:36Z,https://timesofindia.indiatimes.com/city/chennai/kanimozhi-to-bjp-appoint-non-brahmin-priests-in-temples-and-prove-you-stand-for-all-hindus/articleshow/77224759.cms,Kanimozhi to BJP: Support non-brahmin priests in temples and prove you stand for all Hindus,
38,2020-07-28T15:42:01Z,https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-bjp-chief-demands-action-in-tiger-deaths-in-panna/articleshow/77224534.cms,Madhya Pradesh BJP chief demands action in tiger deaths in Panna,Madhya Pradesh BJP president VD Sharma has expressed concern over the death of tigers in Panna Tiger Reserve (PTR) in the recent past.
39,2020-07-28T09:42:09Z,https://timesofindia.indiatimes.com/city/goa/experts-slam-govt-oppn-inefficiency/articleshow/77208993.cms,"Experts slam inefficiency of Goa govt, opposition","The state government’s move to pass the budget without discussion, and the speaker’s decision to reject the adjournment motion has betrayed its, as well as the oppositions’, inefficiency in dealing with the current situation, said political and financial experts."
40,2020-07-28T09:41:55Z,https://timesofindia.indiatimes.com/city/jaipur/hc-dismisses-bjp-mlas-petition-challenging-bsp-cong-merger/articleshow/77208417.cms,HC dismisses BJP MLA’s petition challenging BSP-Congress merger,
41,2020-07-28T07:50:44Z,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-non-brahmin-archakars-seek-help-of-bjp-hindu-outfits/articleshow/77216087.cms,"Tamil Nadu: Non-Brahmin archakars seek help of BJP, Hindu outfits","After fighting legal battles and staging various protests for more than a decade, the non-Brahmin priests have sought support of the BJP and other Hindu outfits to pursue their passion."
42,2020-07-28T07:07:20Z,https://timesofindia.indiatimes.com/city/kochi/protest-at-crematorium-bjp-councillor-30-others-booked/articleshow/77206017.cms,"Protest at crematorium: BJP councillor, 30 others booked in Kerala",Police on Monday booked BJP councillor T N Harikumar and 30 others for staging a protest and blocking the cremation of a Covid-19 victim at the municipal crematorium in Kottayam.
43,2020-07-28T07:03:35Z,https://timesofindia.indiatimes.com/city/bhopal/as-covid-cases-spike-in-state-bjp-cancels-all-virtual-rallies/articleshow/77208544.cms,"As Covid cases spike in Madhya Pradesh, BJP cancels all virtual rallies",The spike in Covid-19 cases in Madhya Pradesh has compelled BJP to cancel all its virtual rallies and public gatherings ahead of bypolls on 26 seats.
44,2020-07-28T03:27:08Z,https://timesofindia.indiatimes.com/city/mumbai/bjp-will-contest-next-state-assembly-polls-sans-any-crutches-says-nadda/articleshow/77207933.cms,"BJP will contest next Maharashtra assembly polls sans any crutches, says J P Nadda","The next assembly elections in Maharashtra will be fought by the BJP on its own without any “crutches”, said the party’s national president J P Nadda."
45,2020-07-28T03:08:42Z,https://timesofindia.indiatimes.com/city/jaipur/bjp-to-file-fresh-petition-challenging-bsp-merger-with-cong/articleshow/77208404.cms,BJP to file fresh petition challenging BSP merger with Cong,
0,2020-07-28T02:54:08Z,https://timesofindia.indiatimes.com/city/amaravati/somu-veerraju-named-andhra-pradesh-bjp-chief/articleshow/77211387.cms,Somu Veerraju named Andhra Pradesh BJP chief,Somu Veerraju has been appointed as BJP state unit new president.Party national president JP Nadda on Monday replaced incumbent president Kanna Lakshminarayana .
1,2020-07-28T02:36:22Z,https://timesofindia.indiatimes.com/city/goa/without-debate-discussion-and-oppn-govt-passes-state-budget/articleshow/77208883.cms,"Without debate, discussion and opposition, govt passes Goa budget","In a move that drew widespread criticism from all quarters, the Pramod Sawant-led government passed the Rs 21,000-crore budget without any discussion and after evicting the entire opposition from the House on Monday"
2,2020-07-28T00:53:12Z,https://timesofindia.indiatimes.com/india/hc-junks-bjp-mlas-plea-over-merger-of-rajasthan-bsp-with-congress/articleshow/77210594.cms,HC junks BJP MLA’s plea over merger of Rajasthan BSP with Congress,
3,2020-07-28T00:47:58Z,https://timesofindia.indiatimes.com/politics/news/congress-knocks-on-presidents-doors-over-rajasthan-crisis/articleshow/77210576.cms,Congress knocks on President's doors over Rajasthan crisis,
4,2020-07-28T00:47:41Z,https://timesofindia.indiatimes.com/india/congress-knocks-on-presidents-doors-over-rajasthan-crisis/articleshow/77210564.cms,Congress knocks on President's doors over Rajasthan crisis,
5,2020-07-28T00:34:23Z,https://timesofindia.indiatimes.com/india/pm-modis-letter-to-uddhav-on-birthday-sparks-speculation/articleshow/77210522.cms,PM Modi’s letter to Uddhav on birthday sparks speculation,
6,2020-07-28T00:30:00Z,https://timesofindia.indiatimes.com/city/kolkata/bengal-bjp-upbeat-on-more-inclusion-in-union-cabinet/articleshow/77209288.cms,Bengal BJP upbeat on more inclusion in Union Cabinet,
7,,https://timesofindia.indiatimes.com/city/ranchi/cong-dharna-at-raj-bhavan-against-bjps-power-grab-in-other-states/articleshow/77206817.cms,Cong dharna at Raj Bhavan against BJP’s ‘power-grab’ in other states,
8,,https://timesofindia.indiatimes.com/city/dehradun/cong-holds-protest-says-bjp-trying-to-topple-elected-govts/articleshow/77205353.cms,"Cong holds protest, says BJP trying to topple elected govts",
9,,https://timesofindia.indiatimes.com/india/in-reply-to-rahul-gandhi-bjp-targets-nehru/articleshow/77210329.cms,"In reply to Rahul Gandhi, BJP targets Nehru",
10,,https://timesofindia.indiatimes.com/city/mangaluru/coast-gets-short-shrift-in-yediyurappa-governments-one-year-anniversary-bash/articleshow/77205053.cms,Coast gets short shrift in Yediyurappa government’s one-year anniversary bash,
11,,https://timesofindia.indiatimes.com/city/mangaluru/govt-mum-on-overcharging-pvt-hospitals-ex-mlc/articleshow/77205580.cms,Govt mum on overcharging pvt hospitals: Ex-MLC,
12,,https://timesofindia.indiatimes.com/city/thiruvananthapuram/bjp-accuses-cpm-of-taking-bribes/articleshow/77206148.cms,BJP accuses CPM of taking bribes,
13,,https://timesofindia.indiatimes.com/city/thiruvananthapuram/udf-bjp-teaming-up-to-destabilize-govt-cpm-cc/articleshow/77206098.cms,"UDF, BJP teaming up to destabilize govt: CPM CC",
14,,https://timesofindia.indiatimes.com/india/congress-stages-protests-outside-raj-bhawans-against-bjp/articleshow/77205196.cms,Congress stages protests outside Raj Bhawans against BJP,
15,,https://timesofindia.indiatimes.com/city/amaravati/bjp-appoints-somu-veerraju-its-andhra-pradesh-unit-president/articleshow/77204951.cms,BJP appoints Somu Veerraju its Andhra Pradesh unit president,veteran leader and MLC Somu Veerraju has been appointed as president of the BJP's Andhra Pradesh unit.
16,,https://timesofindia.indiatimes.com/india/priyanka-gandhi-talks-to-bjp-mp-anil-baluni-to-vacate-official-house-soon/articleshow/77203810.cms,"Priyanka Gandhi talks to BJP MP Anil Baluni, to vacate official house soon",
17,,https://timesofindia.indiatimes.com/city/ahmedabad/gujarat-face-of-farmers-protests-against-bullet-train-joins-bjp/articleshow/77203047.cms,Gujarat: Face of farmers' protests against bullet train joins BJP,"Gujarat farmer leader Jayesh Patel, who has been at the forefront of protests against the upcoming Bullet Train project, on Monday joined the BJP."
18,,https://timesofindia.indiatimes.com/india/will-not-lie-about-chinese-transgressions-in-ladakh-even-if-it-costs-me-politically-rahul-gandhi/articleshow/77194680.cms,Will not lie about Chinese transgressions in Ladakh even if it costs me politically: Rahul Gandhi,"Congress leader Rahul Gandhi on Monday said he is not going to lie about Chinese transgressions in eastern Ladakh even if it costs him politically, asserting he will say the truth as far as Indian territory is concerned. Gandhi made these remarks in a tweet, along with an over-a-minute-long video, as part of a series launched by him on the India-China face-off."
19,,https://timesofindia.indiatimes.com/city/bengaluru/bjp-govt-in-karnataka-completes-one-year-in-office-yediyurappa-seeks-cooperation-for-remaining-tenure/articleshow/77198399.cms,"BJP govt in Karnataka completes one year in office, Yediyurappa seeks cooperation for remaining tenure","As his government completed one year in office, Karnataka chief minister B S Yediyurappa on Monday sought cooperation from every one in providing a stable government during the remaining period of his tenure, and towards achieving his goal of all-round development of the state."
20,,https://timesofindia.indiatimes.com/india/bjp-hits-back-at-rahul-gandhi-over-his-latest-ladakh-face-off-remarks-he-insulted-our-soldiers-again/articleshow/77196373.cms,BJP hits back at Rahul Gandhi over his latest Ladakh face-off remarks: 'He insulted our soldiers again',
21,,https://timesofindia.indiatimes.com/india/expose-maharashtra-govts-failure-jp-nadda-to-state-bjp-cadre/articleshow/77195717.cms,Expose Maharashtra govt's 'failure': JP Nadda to state BJP cadre,"BJP president J P Nadda on Monday asked the Maharashtra party unit to strengthen its IT cell and expose the Uddhav Thackeray-led state government's ""failure"". In a virtual address from Delhi, Nadda addressed a web meeting of the state BJP unit where he said people of Maharashtra have realised the ""actual motive"" of the state government and its ""selfishness""."
22,,https://timesofindia.indiatimes.com/india/congress-leaders-detained-by-police-while-trying-to-march-towards-lg-office/articleshow/77192718.cms,Congress leaders detained by police while trying to march towards LG office,
23,,https://timesofindia.indiatimes.com/india/priyanka-gandhi-invites-bjp-mp-anil-baluni-for-tea-before-vacating-bungalow-source/articleshow/77192023.cms,Priyanka Gandhi invites BJP MP Anil Baluni for tea before vacating bungalow: Source,
24,,https://timesofindia.indiatimes.com/india/no-decision-yet-on-convening-rajasthan-assembly-session/articleshow/77191272.cms,No decision yet on convening Rajasthan assembly session,"Rajasthan Raj Bhawan returned the files related to the convening of the assembly session to the parliamentary affairs department of the state, said sources on Monday. According to sources, no decision has been taken yet on the assembly session."
25,,https://timesofindia.indiatimes.com/city/chandigarh/bjp-is-destroying-democracy-sunil-jakhar/articleshow/77190825.cms,BJP is destroying democracy: Sunil Jakhar,Punjab Congress president Sunil Jakhar on Sunday said BJP is killing democracy by destabilising the state governments of opposition parties in a bid to grab power.
26,,https://timesofindia.indiatimes.com/city/delhi/aap-bjp-spar-over-sdmc-tax-proposals/articleshow/77187954.cms,"AAP, BJP spar over SDMC tax proposals",Aam Aadmi Party (AAP) on Sunday slammed the Bharatiya Janata Party-led South Delhi Municipal Corporation (SDMC) for trying to hike four taxes at the time of the Covid-19 pandemic and demanded a rollback. The standing committee and the commissioner of SDMC have already cleared the proposals and a final decision is to be taken by its House on Monday.
27,,https://timesofindia.indiatimes.com/india/recite-hanuman-chalisa-to-get-rid-of-covid-pragya-thakur/articleshow/77188682.cms,Recite Hanuman Chalisa to get rid of Covid: Pragya Thakur,
28,,https://timesofindia.indiatimes.com/city/kolkata/tmc-begins-thrice-weekly-video-campaign/articleshow/77187933.cms,TMC begins thrice-weekly video campaign,
29,,https://timesofindia.indiatimes.com/city/kolkata/i-am-and-will-be-with-bjp-mukul/articleshow/77187938.cms,I am and will be with BJP: Mukul,
30,,https://timesofindia.indiatimes.com/india/audio-clips-controversy-acb-sends-reminders-to-2-rebel-mlas/articleshow/77188544.cms,Audio clips controversy: ACB sends reminders to 2 rebel MLAs,
31,,https://timesofindia.indiatimes.com/india/rahul-gandhi-accuses-bjp-of-ripping-up-constitution/articleshow/77188538.cms,Rahul Gandhi accuses BJP of ‘ripping up’ Constitution,
32,,https://timesofindia.indiatimes.com/city/goa/bjp-using-govt-machinery-to-come-to-power-cong/articleshow/77188154.cms,BJP using govt machinery to come to power: Cong,
33,,https://timesofindia.indiatimes.com/city/pune/mastermind-accomplice-in-net-for-posing-as-bjp-chief/articleshow/77187764.cms,"Mastermind, accomplice in net for posing as BJP chief",
34,,https://timesofindia.indiatimes.com/india/people-no-longer-trust-bjp-govt-in-up-akhilesh/articleshow/77185505.cms,People no longer trust BJP govt in UP: Akhilesh,"The BJP government in Uttar Pradesh, as far as policy, intention and leadership are concerned, is ""crippled"" and the people no longer trust it, Samajwadi Party chief Akhilesh Yadav alleged on Sunday. In a statement, he said the willpower, which should be in a government, to discharge its responsibility, ""cannot be seen in the BJP""."
35,,https://timesofindia.indiatimes.com/india/priyanka-gandhi-invites-bjp-mp-anil-baluni-for-tea-before-vacating-bunglow-sources/articleshow/77186776.cms,Priyanka Gandhi invites BJP MP Anil Baluni for tea before vacating bunglow: Sources,
36,,https://timesofindia.indiatimes.com/india/congress-leader-rahul-gandhi-criticises-govts-handling-of-psus/articleshow/77186780.cms,Congress leader Rahul Gandhi criticises govt's handling of PSUs,
37,,https://timesofindia.indiatimes.com/india/speak-up-for-democracy-has-message-for-public-people-in-power-rajasthan-cm/articleshow/77186132.cms,"'Speak Up For Democracy' has message for public, people in power: Rajasthan CM",
38,,https://timesofindia.indiatimes.com/city/bhopal/pragya-singh-thakurs-idea-to-recite-hanuman-chalisa-to-rid-of-covid-19-sparks-row/articleshow/77185614.cms,Pragya Singh Thakur's idea to recite Hanuman Chalisa to rid of Covid-19 sparks row,"Bharatiya Janta Party (BJP) Lok Sabha member from Bhopal, Pragya Singh Thakur has appealed to the people to recite 'Hanuman Chalisa' (a hymn in praise of Lord Hanuman) five times a day till August 5, which she believes will rid the world of the coronavirus pandemic."
39,,https://timesofindia.indiatimes.com/india/digvijaya-singh-urges-rajasthan-governor-to-call-special-session/articleshow/77186041.cms,Digvijaya Singh urges Rajasthan governor to call special session,
40,,https://timesofindia.indiatimes.com/india/indias-democracy-will-function-in-accordance-with-constitution-echo-voice-of-people-rahul-gandhi/articleshow/77181638.cms,"India's democracy will function in accordance with Constitution, echo voice of people: Rahul Gandhi","Rahul Gandhi on Sunday said democracy will function in accordance with the Constitution and echo the voice of the people, who will reject the BJP's ""conspiracy of deceit and deception"". He was participating in the Congress's ""SpeakUpForDemocracy"" online campaign to expose BJP's ""designs"" to topple the Gehlot dispensation in Rajasthan and other state governments."
