0,Published,Link,Title,Snippet
11,"India News | Press Trust of India | Wednesday July 22, 2020",https://www.ndtv.com/india-news/bjp-appoints-new-chief-whips-in-parliament-2266679,BJP Appoints New Chief Whips In Parliament,"Former Union Minister Shiv Pratap Shukla and BJP MP Rakesh Singh have been appointed the party's chief whips in Rajya Sabha and Lok Sabha, respectively, sources said on Tuesday."
12,"India News | Reported by Harsha Kumari Singh, Edited by Chandrashekar Srinivasan | Wednesday July 22, 2020",https://www.ndtv.com/india-news/rajasthan-government-crisis-sachin-pilot-sends-legal-notice-to-congress-mla-on-rs-35-crore-bribery-allegation-2266658,Sachin Pilot Sends Legal Notice To Congress MLA On Rs 35 Crore Bribery Allegation,"Sachin Pilot, whose open revolt in Rajasthan has left the Gehlot government near collapse, served a legal notice to Congress MLA Giriraj Singh Malinga on Tuesday over allegations he offered him money to join the BJP"
13,"India News | Written by Monideepa Banerjie | Tuesday July 21, 2020",https://www.ndtv.com/india-news/we-have-mamata-banerjee-what-about-you-trinamools-big-question-to-bjp-2266651,"""We have Mamata Banerjee. What About You"": Trinamool's Big Question To BJP","Mamata Banerjee today flagged off her bid for a third term as the Chief Minister of West Bengal with a virtual rally at a time when she is facing a most tangible political rival in the state, the BJP. Led by Amit Shah, the BJP has already stepped up a multi-pronged attack on the ruling Trinamool Congress. He held a virtual rally on Bengal on 14 Jun..."
14,"India News | Press Trust of India | Tuesday July 21, 2020",https://www.ndtv.com/india-news/bjp-hits-back-says-congress-losing-leaders-becoming-a-party-of-tweets-2266596,"BJP Hits Back, Says Congress Losing Leaders, Becoming A Party Of Tweets","In a swipe at Rahul Gandhi over his regular tweets attacking the central government, the BJP said today that the Congress will become a ""party of tweets"" as it is doing no work among people and ""losing"" one leader after another."
0,"India News | Edited by Anindita Sanyal | Tuesday July 21, 2020",https://www.ndtv.com/india-news/scrap-federalism-make-one-nation-one-party-mamata-banerjee-lashes-out-2266579,"Scrap Federalism, Make One Nation, One Party: Mamata Banerjee Lashes Out","Bengal Chief Minister Mamata Banerjee today lashed out at the Centre, accusing it of conspiring to pull down governments in opposition-ruled states. In a bitter taunt, she also said the BJP should scrap the country's federal structure and create a ""one nation one party"" system."
1,"India News | ANI | Tuesday July 21, 2020",https://www.ndtv.com/india-news/mamata-banerjee-wont-take-oath-as-chief-minister-next-year-bengal-bjp-chief-dilip-ghosh-2266562,Mamata Banerjee Won't Take Oath As Chief Minister Next Year: Bengal BJP Chief,"West Bengal BJP chief Dilip Ghosh on Tuesday said that Mamata Banerjee will not be able to take oath as the chief minister next year, shortly after the Bengal Chief Minister claimed that Trinamool Congress (TMC) will return to power in 2021."
2,"India News | Reported by Mariyam Alavi | Tuesday July 21, 2020",https://www.ndtv.com/india-news/in-8-delhi-riots-cases-complaints-naming-bjp-leaders-buried-2266374,"In 8 Delhi Riots Cases, Complaints Naming BJP Leaders Buried","The Delhi Police-- criticized for not taking action against BJP leaders who gave inflammatory speeches in the run-up to the February riots -- have also ignored complaints that accused BJP leaders. No action has been taken in at least eight complaints, accusing BJP leaders of inciting mobs and rioting, NDTV has found."
3,"India News | Tuesday July 21, 2020",https://www.ndtv.com/india-news/rajasthan-crisis-rajasthan-features-in-rahul-gandhis-list-of-government-achievements-2266160,"Rahul Gandhi Lists Rajasthan As ""Government Achievement"". BJP's Retort","Rahul Gandhi broke his silence on the Rajasthan Congress government crisis today as he posted the latest edition of his daily tweet attacks on Prime Minister Narendra Modi. None of the Gandhis - Congress president Sonia Gandhi, Rahul Gandhi or Priyanka Gandhi Vadra - have spoken publicly till now on the week-old crisis triggered by Sachin Pilot's r..."
4,"India News | Written by Monideepa Banerjie | Tuesday July 21, 2020",https://www.ndtv.com/india-news/teen-blamed-for-west-bengal-girls-death-that-sparked-rage-found-dead-in-pond-2266135,"Teen Blamed For Bengal Girl's Death That Sparked Rage, Found Dead In Pond","The controversy over the death of a 16-year-old girl in north Bengal that led to violent clashes between people of her village and the police on Sunday took an unexpected turn on Monday after the police fished out the body of a youth from a pond, not far from where the girl's body was found."
5,"India News | Press Trust of India | Tuesday July 21, 2020",https://www.ndtv.com/india-news/team-sachin-pilot-mla-our-fight-is-for-a-leadership-change-in-rajasthan-2266059,"""Our Fight Is For A Leadership Change In Our State"": Team Pilot MLA","An MLA from Sachin Pilot's camp on Monday said the legislators supporting the former Rajasthan deputy chief minister will not join the BJP and their fight was to ""save the party"" by effecting a leadership change in the Rajasthan government."
6,"India News | Press Trust of India | Tuesday July 21, 2020",https://www.ndtv.com/india-news/calcutta-high-court-rejects-plea-for-cbi-probe-into-bengal-bjp-mla-debendra-nath-roys-death-2266047,Calcutta High Court Rejects Plea For CBI Probe Into Bengal BJP MLA's Death,The Calcutta High Court on Monday turned down a plea for a CBI investigation into the death of BJP MLA Debendra Nath Roy from Bengal's Hemtabad.
7,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/bjp-will-win-all-8-bypolls-says-cr-patil-partys-new-gujarat-chief-2265989,"""BJP Will Win All 8 Bypolls,"" Says CR Patil - Party's New Gujarat Chief",Newly-appointed Gujarat BJP President and Lok Sabha MP from Navsari CR Patil said he will work to further strengthen the party in the state and expressed confidence about winning bypolls to eight Assembly seats to be held soon.
8,"Delhi News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/delhi-news/delhi-bjp-chief-adesh-gupta-state-government-must-pay-compensation-to-families-of-people-who-died-in-rain-related-incidents-2265981,Delhi Government Must Compensate Families Of People Killed In Rain: BJP,"The Arvind Kejriwal government should pay compensation to families of the four people who died in rain-related incidents and the people whose houses were damaged due to heavy rainfall and waterlogging on Sunday, Delhi BJP chief Adesh Gupta said."
9,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/shiv-sena-removed-roadblocks-in-ram-temple-construction-sanjay-raut-2265898,Shiv Sena Removed Roadblocks In Ram Temple Construction: Sanjay Raut,"Shiv Sena MP Sanjay Raut on Monday claimed his party ""laid the road"" to the Ram temple in Ayodhya and removed the main roadblocks in the run up to the temple's construction ""not for politics"", but out of faith and for the cause of Hindutva."
10,"India News | Reported by Saurabh Shukla, Edited by Deepshikha Ghosh | Monday July 20, 2020",https://www.ndtv.com/india-news/sachin-pilot-says-saddened-but-not-surprised-by-accusations-of-bribing-mlas-denies-charges-2265873,"On MLA's ""35-Crore Bribe"" Claim, Sachin Pilot Says ""Vexatious, Concocted""","Sachin Pilot said today he was ""saddened but not surprised"" by a Congress MLA's sensational claim that he had tried to bribe him into joining the BJP in Rajasthan. The rebel leader also threatened ""appropriate and strictest possible legal action"" against Giriraj Singh Malinga, a recent Congress recruit who moved from the Bahujan Samaj Party (BSP) l..."
11,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/one-dynasty-trying-to-destroy-pm-modi-bjp-chief-jp-hits-back-at-rahul-gandhi-2265850,One Dynasty Trying To Destroy PM: BJP Chief Hits Back After Rahul Gandhi Video,"Hitting out at Rahul Gandhi for criticising Prime Minister Narendra Modi, BJP chief J P Nadda on Monday said that the Congress leader tries to politicise foreign policy issues by making statements that are ""weak on facts"" and ""strong on mudslinging""."
12,"India News | Monday July 20, 2020",https://www.ndtv.com/india-news/bjp-appoints-cr-paatil-its-gujarat-unit-president-2265846,BJP Appoints CR Paatil Its Gujarat Unit President,"The BJP on Monday appointed CR Paatil and Jamyang Tsering Namgyal, both Lok Sabha MPs, as presidents of its Gujarat and Ladakh units respectively."
13,"India News | Edited by Anindita Sanyal | Monday July 20, 2020",https://www.ndtv.com/india-news/rahul-gandhi-prefers-briefings-from-chinese-jp-naddas-sharp-attack-2265841,"Rahul Gandhi ""Prefers Briefings From Chinese"": JP Nadda's Sharp Attack","BJP chief JP Nadda lashed out at Congress's Rahul Gandhi, alleging in a series of angry tweets that his latest ""re-launch"" has failed. The outburst came after Mr Gandhi posted his latest two-minute video on twitter, where he targeted the government on its handling of China."
14,"India News | Edited by Arun Nair | Monday July 20, 2020",https://www.ndtv.com/india-news/leaders-remember-peoples-chief-minister-sheila-dikshit-on-death-anniversary-2265770,"Leaders Remember ""People's Chief Minister"" Sheila Dikshit On Death Anniversary","From Congress's Priyanka Gandhi Vadra to Aam Aadmi Party's Arvind Kejriwal to former Delhi BJP President Manoj Tiwari, a number of leaders across party lines paid tributes to former Delhi Chief Minister Sheila Dikshit today, on her first death anniversary. The veteran Congress leader and three-time Chief Minister died on July 20 last year after suf..."
0,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/shiv-sena-bringing-down-elected-government-with-money-is-treachery-2265729,Bringing Down Elected Government With Money Is Treachery: Shiv Sena,"Phone tapping is an assault on personal freedom and bringing down a democratically-elected government using money amounts to ""treachery"", the Shiv Sena said on Monday referring to the Rajasthan political crisis."
1,"India News | Edited by Deepshikha Ghosh | Monday July 20, 2020",https://www.ndtv.com/india-news/rajasthan-ashok-gehlot-vs-sachin-pilot-how-numbers-look-amid-court-battle-2265653,Ashok Gehlot vs Sachin Pilot: How Numbers Look Amid Court Battle,The Congress government in Rajasthan has only a narrow lead if rebel Sachin Pilot teams up with the BJP to challenge its rule. A difference of only five makes team Pilot's legal challenge to disqualification notices even more significant.
2,"India News | Reported by Akhilesh Sharma, Edited by Deepshikha Ghosh | Monday July 20, 2020",https://www.ndtv.com/india-news/rajasthan-notice-to-union-minister-gajendra-singh-shekhawat-for-questioning-in-horse-trading-probe-ordered-by-ashok-gehlot-2265612,"""Check Authenticity"": Union Minister Served Notice On Rajasthan 'Sting'","Union minister Gajendra Singh Shekhawat has been asked to appear for questioning in an investigation into allegations of a conspiracy to pull down the Rajasthan government. Mr Shekhawat, a senior BJP leader, has denied the allegations."
3,"India News | Edited by Arun Nair | Monday July 20, 2020",https://www.ndtv.com/india-news/rajasthan-live-updates-cops-make-second-visit-to-manesar-hotel-looking-for-rebel-mlas-returns-in-20-minutes-2265510,"Rajasthan Live Updates: ""Violation Of Freedom Of Speech,"" Harish Salve Tells Court","Sachin Pilot, baby face - that's the new dart hurled by the 42-year-old's former boss Ashok Gehlot today as he accused Mr Pilot of betrayal. ""He was conspiring with the BJP for the last six months to bring down the government,"" Mr Gehlot said."
4,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/madhya-pradesh-congress-chief-kamal-nath-holds-meeting-with-party-mlas-2265491,Madhya Pradesh Congress Chief Kamal Nath Holds Meeting With Party MLAs,"Madhya Pradesh Congress chief Kamal Nath held a meeting with his party legislators on Sunday night, two days after one more MLA quit the grand old party and joined the ruling BJP, second one do so within a week and 24th since March."
5,"India News | Press Trust of India | Monday July 20, 2020",https://www.ndtv.com/india-news/haryana-chief-minister-manohar-lal-khattar-congratulates-om-prakash-dhankar-on-being-appointed-as-haryana-bjp-chief-2265481,ML Khattar Congratulates OP Dhankar On Appointment As Haryana BJP Chief,Haryana Chief Minister Manohar Lal Khattar on Sunday congratulated senior leader Om Prakash Dhankar on being appointed the state president of the BJP and said the party unit will be further strengthened under his leadership.
6,"India News | Press Trust of India | Sunday July 19, 2020",https://www.ndtv.com/india-news/total-mismanagement-in-west-bengals-healthcare-system-amid-covid-19-bjp-leader-dilip-ghosh-2265441,Total Mismanagement In West Bengal's Healthcare System Amid COVID-19: BJP,"Alleging gross mismanagement in dealing with the COVID-19 pandemic by the West Bengal government, BJP state president Dilip Ghosh today claimed that healthcare system in the state has ""failed"" to address the requirements to control the disease."
7,"India News | Press Trust of India | Sunday July 19, 2020",https://www.ndtv.com/india-news/rajasthan-crisis-only-floor-test-can-decide-if-congress-has-majority-bjps-gulab-chand-kataria-2265439,Only Floor Test Can Decide If Congress Has Majority: BJP's Gulab Chand Kataria,"Amid a political turmoil in Rajasthan, Leader of Opposition in the state assembly n Sunday said only a floor test can decide whether a government has the required numbers to stay in power."
8,"India News | Press Trust of India | Sunday July 19, 2020",https://www.ndtv.com/india-news/welfare-scheme-body-removes-man-accused-of-uttar-pradesh-bulandshahr-cops-murder-from-his-post-2265433,Welfare Scheme Body Removes Man Accused Of UP Cop's Murder From His Post,"Following outrage over his felicitation by a BJP leader, Bulandshahr violence accused Shikhar Agrawal was removed from the post of the district general secretary of the Pradhan Mantri Jankalyankari Yojana Jagrukta Abhiyan, an organisation promoting the central government's schemes."
9,"Delhi News | Edited by Chandrashekar Srinivasan | Sunday July 19, 2020",https://www.ndtv.com/delhi-news/delhi-rains-gautam-gambhir-arvind-kejriwal-when-will-ads-come-gautam-gambhir-targets-arvind-kejriwal-on-delhi-rains-2265352,"""When Will Ads Come?"": Gautam Gambhir Targets Arvind Kejriwal On Delhi Rains","BJP leader Gautam Gambhir took a swipe at Delhi Chief Minister Arvind Kejriwal on Sunday, hours after heavy rain led to flooding of some roads in the city and left at least two people dead"
10,"India News | Edited by Anindita Sanyal | Sunday July 19, 2020",https://www.ndtv.com/india-news/rajasthan-crisis-congress-mla-alleges-vasundhara-raje-link-to-horse-trading-agent-2265345,"Congress MLA Alleges Vasundhara Raje Link To ""Horse-Trading Agent""",A Congress MLA has linked the BJP's former Chief Minister Vasundhara Raje to the alleged horse-trading in the state to topple the Ashok Gehlot government. Legislator Rajendra Guda said a man arrested in the case had approached him around eight months ago.
11,"India News | Press Trust of India | Sunday July 19, 2020",https://www.ndtv.com/india-news/bjp-appoints-former-haryana-cabinet-minister-op-dhankar-as-state-unit-chief-2265328,BJP Appoints Former Haryana Cabinet Minister OP Dhankar As State Unit Chief,"OP Dhankar, who was a cabinet minister in the BJP government in Haryana, was on Sunday appointed as the president of the party's state unit."
12,"India News | Press Trust of India | Sunday July 19, 2020",https://www.ndtv.com/india-news/congress-seeks-union-minister-gajendra-singh-shekhawats-resignation-over-rajasthan-phone-tapping-row-2265312,"Congress Asks BJP Minister To Quit Over Rajasthan ""Phone-Tapping"" Row",The Congress demanded Union minister Gajendra Singh Shekhawat's resignation on Sunday for his alleged involvement in a conspiracy to topple the Ashok Gehlot government in Rajasthan.
13,"Karnataka News | ANI | Sunday July 19, 2020",https://www.ndtv.com/karnataka-news/bjp-mp-shobha-karandlaje-visits-chamundeshwari-temple-in-karnataka-locals-allege-vvip-racism-2265165,"BJP MP Shobha Karandlaje Visits Temple In Karnataka, Locals Allege VVIP Racism",Residents in the vicinity of the Chamundeshwari temple alleged VVIP racism against the administration for allowing BJP MP Shobha Karandlaje for a special visit there on Friday.
14,"India News | Edited by Vaibhav Tiwari | Saturday July 18, 2020",https://www.ndtv.com/india-news/on-phone-tapping-allegations-home-ministry-asks-rajasthan-for-report-2265108,"On Phone Tapping Allegations, Home Ministry Asks Rajasthan For Report",The Ministry of Home Affairs has sought a report from the Rajasthan Chief Secretary on the BJP's allegations of illegal tapping of phone amid a political crisis triggered by Congress leader Sachin Pilot's open revolt
0,"Cities | ANI | Saturday July 18, 2020",https://www.ndtv.com/cities/mathura-uttar-pradesh-case-against-up-bjp-councillor-dipika-rani-singh-husband-for-assaulting-civic-body-official-2265012,"Case Against UP BJP Councillor, Husband For Assaulting Civic Body Official",A BJP Councillor Dipika Rani Singh and her husband Pushpendra Singh have been booked for physically assaulting a civic body employee in Uttar Pradesh's Mathura.
1,"India News | Press Trust of India | Saturday July 18, 2020",https://www.ndtv.com/india-news/coronavirus-priyanka-gandhi-vadra-attacks-bjp-over-covid-taking-gigantic-form-in-uttar-pradesh-2264975,"Priyanka Gandhi Vadra Attacks BJP Over COVID Taking ""Gigantic Form"" In UP","Congress leader Priyanka Gandhi Vadra on Saturday attacked the BJP government in Uttar Pradesh over the rapid rise in coronavirus cases, alleging that the disease has taken a ""gigantic form"" as the Yogi Adityanath dispensation did not pay attention to key containment measures such as testing and contact tracing."
2,"India News | Press Trust of India | Saturday July 18, 2020",https://www.ndtv.com/india-news/devendra-fadnavis-doing-a-good-job-as-leader-of-opposition-shiv-sena-2264963,"""Devendra Fadnavis Doing A Good Job As Leader Of Opposition"": Shiv Sena","The Shiv Sena today praised BJP leader and former Maharashtra Chief Minister Devendra Fadnavis, saying that he has been effectively carrying out his role as a Leader of Opposition."
3,"India News | Written by Alok Pandey | Saturday July 18, 2020",https://www.ndtv.com/india-news/bulandshahr-only-chief-guest-bjp-leader-on-photo-with-man-accused-of-killing-policeman-in-uttar-pradesh-2264947,"""Only Chief Guest"": BJP On Leader's Photo With Man Accused Of UP Cop Murder",A top BJP leader in west Uttar Pradesh's Bulandshahr has been photographed handing out a certificate to a man accused of conspiracy in the murder of a police officer in mob violence in the district in 2018.
4,"India News | Edited by Chandrashekar Srinivasan | Saturday July 18, 2020",https://www.ndtv.com/india-news/rajasthan-government-crisis-did-congress-tap-rajasthan-politicians-phones-bjp-demands-cbi-probe-2264877,"""Did Congress Tap Rajasthan Politicians' Phones?"" BJP Demands CBI Probe",The BJP on Saturday called for a CBI probe to determine if the Congress government in Rajasthan had illegally tapped phones of politicians' in the state
5,"India News | Press Trust of India | Saturday July 18, 2020",https://www.ndtv.com/india-news/devendra-fadnavis-meets-amit-shah-says-no-operation-lotus-in-maharashtra-2264828,"Devendra Fadnavis Meets Amit Shah, Says ""No Operation Lotus In Maharashtra""","Senior BJP leader Devendra Fadnavis on Friday said no ""Operation Lotus"" was happening in Maharashtra as the Maha Vikas Aghadi (MVA) government will collapse on its own due to its ""internal contradictions""."
6,"India News | ANI | Saturday July 18, 2020",https://www.ndtv.com/india-news/rajasthan-crisis-bjp-files-complaint-against-randeep-surjewala-others-over-fake-audio-clips-2264798,"Rajasthan BJP Names Senior Congress Leaders In ""Fake"" Audio Clips Case","BJP leader Laxmikant Bhardwaj filed a complaint against Congress leaders including Randeep Surjewala and Govind Singh Dotasra for associating Union Minister Gajendra Singh Shekhawat's name with an alleged audio clip related to ""conspiring to topple"" the elected government led by Chief Minister Ashok Gehlot in Rajasthan."
7,"India News | Press Trust of India | Saturday July 18, 2020",https://www.ndtv.com/india-news/some-bjp-mlas-in-touch-with-congress-claims-maharashtra-minister-mumbai-2264765,"Some BJP MLAs In Touch With Congress, Claims Maharashtra Minister","Maharashtra minister and Congress leader Yashomati Thakur on Friday claimed that some of the 105 BJP MLAs in the state were in touch with her party and there would an ""earthquake"" if their names were made public."
8,"India News | Press Trust of India | Saturday July 18, 2020",https://www.ndtv.com/india-news/lalu-yadav-targets-nitish-kumar-for-not-venturing-out-of-home-amid-covid-2264755,"Lalu Yadav Targets Nitish Kumar For ""Not Venturing Out Of Home"" Amid COVID","RJD president Lalu Prasad Friday charged Nitish Kumar with remaining cocooned inside his official bungalow in the midst of the coronavirus pandemic, a criticism that prompted a sharp reaction from Chief Minister's deputy and BJP leader Sushil Kumar Modi."
9,"India News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/india-news/madhya-pradesh-congress-mla-sumitra-kasdekar-resigns-joins-bjp-2264715,"Madhya Pradesh Congress MLA Sumitra Kasdekar Resigns, Joins BJP","Sumitra Devi Kasdekar, Congress MLA from Nepanagar in Madhya Pradesh's Burhanpur district, resigned from the Assembly on Friday and joined the ruling BJP."
10,"Delhi News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/delhi-news/delhi-bjp-protests-power-bills-demands-fixed-charge-waiver-2264680,"Delhi BJP Protests ""Huge"" Power Bills, Demands Fixed Charge Waiver","The Delhi BJP today staged protests at discom offices across the city, demanding relief for consumers from ""huge"" power bills being sent to them for the coronavirus lockdown period."
11,"India News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/india-news/debendra-nath-roys-wife-alleges-murder-moves-court-seeking-cbi-probe-2264674,"Kolkata BJP MLA's Wife Alleges Murder, Moves Court Seeking CBI Probe","The wife of BJP MLA Debendra Nath Roy filed a petition before the Calcutta High Court on Friday, seeking a CBI investigation into his death, alleging that her husband was murdered."
12,"India News | Reported by Harsha Kumari Singh, Edited by Vaibhav Tiwari | Friday July 17, 2020",https://www.ndtv.com/india-news/rajasthan-congress-bjps-satish-punia-on-alleged-rajasthan-tape-congress-plan-to-malign-2264658,"""Congress Plan To Malign"": BJP On Alleged Rajasthan Tape","The Congress's allegation that Union Minister Gajendra Singh Shekhawat was recorded conspiring against the Rajasthan government with two rebel MLAs on an audio tape, is part of a conspiracy to malign the BJP, the party leader Satish Punia said on Friday."
13,"India News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/india-news/p-chidambaram-attacks-centre-9-successive-quarters-of-economic-decline-impending-recession-2264557,"""9 Quarters Of Economic Decline, Impending Recession"": P Chidambaram Attacks BJP","Senior Congress leader P Chidambaram Friday attacked the NDA government over its handling of the economy, alleging the BJP-led dispensation has caused nine successive quarters of economic decline and an impending recession in 2020-21."
14,"India News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/india-news/gold-smuggling-case-being-used-by-bjp-to-tarnish-kerala-government-left-2264525,Gold Smuggling Case Being Used By BJP To Tarnish Kerala Government: Left,The CPI(M) has alleged that the gold smuggling case in Kerala is being used by the BJP and the Congress-led UDF to destabilise the LDF government in the state and the issue is being used to target Chief Minister Pinarayi Vijayan.
0,"India News | NDTV News Desk | Friday July 17, 2020",https://www.ndtv.com/india-news/rajasthan-police-heads-to-camp-pilot-in-search-of-mla-caught-on-tape-2264410,"Rajasthan Cops Visit Camp Pilot After Drama, Were Stopped By Haryana Cops","A team of the Rajasthan Police was stopped briefly before being allowed inside one of the the two fancy resorts in Manesar, near Delhi, where 18 Congress legislators have been camping since the weekend. For now, the person of interest among them as far as the visiting police is concerned is Bhanwar Lal Sharma, who, according to the Congress party, ..."
1,"India News | Reported by Saurabh Shukla, Harsha Kumari Singh; Edited by Deepshikha Ghosh | Friday July 17, 2020",https://www.ndtv.com/india-news/rajasthan-case-filed-against-union-minister-gajendra-singh-shekhawat-rebel-congress-mla-bhanwar-lal-sharma-in-rajasthan-government-ordered-probe-2264300,"In Rajasthan Drama, Congress Names Union Minister, 2 FIRs Filed",Union minister Gajendra Singh Shekhawat was accused along with rebel Congress MLA Bhanwar Lal Sharma of conspiring to pull down its government in Rajasthan. The Congress alleged that investigations have revealed rebel MLAs were plotting with the BJP against the Ashok Gehlot government. Two FIRs were filed soon after the Congress came out with the a...
2,"India News | Reported by Saurabh Shukla, Edited by Deepshikha Ghosh | Friday July 17, 2020",https://www.ndtv.com/india-news/rajasthan-in-sachin-pilot-vs-congress-big-court-day-an-alleged-sting-2264243,"No Action Against Sachin Pilot Till Tuesday, Court Told: 10 Facts","Sachin Pilot and 18 other Congress rebels in Rajasthan will not be disqualified by the Speaker at least till Tuesday, senior lawyer Abhishek Manu Singhvi told the Rajasthan High Court today. The rebel MLAs will be given time till Tuesday to respond to disqualification notices for ""anti-party activities"", which they have challenged in court. This mo..."
3,"India News | Press Trust of India | Friday July 17, 2020",https://www.ndtv.com/india-news/sushil-kumar-modi-rebukes-tejashwi-yadav-over-jamaat-jibes-at-bjp-2264187,Sushil Kumar Modi Rebukes Tejashwi Yadav Over ''Jamaat'' Jibes At BJP,Bihar Deputy Chief Minister Sushil Kumar Modi Thursday slammed RJD leader Tejashwi Yadav for indirectly drawing parallels between the explosion of COVID-19 cases at the state BJP headquarters in Patna and the Tablighi Jamaat congregation in Delhi in March.
4,"India News | Written by Monideepa Banerjie | Friday July 17, 2020",https://www.ndtv.com/india-news/mamata-banerjee-vs-west-bengal-governor-jagdeep-dhankar-again-now-over-state-education-2264162,"Mamata Banerjee vs Bengal Governor Again, Now Over State Education","West Bengal Chief Minister Mamata Banerjee on Thursday accused the Bengal Governor of being a mouth piece for the BJP who expected the elected government in the state at his beck and call ""as if we are paid servants and not elected representatives."""
5,"India News | Press Trust of India | Thursday July 16, 2020",https://www.ndtv.com/india-news/tussle-between-autopilot-and-fighter-pilot-in-rajasthan-bjp-minister-gajendra-shekhawat-2264151,"Tussle Between ""Autopilot"" And ""Fighter Pilot"" In Rajasthan: BJP Minister","Union minister Gajendra Singh Shekhawat on Thursday described the power tussle going on between Rajasthan Chief Minister Ashok Gehlot and rebel Congress leader Sachin Pilot as a fight between ""autopilot"" and a ""fighter pilot""."
6,"India News | Press Trust of India | Thursday July 16, 2020",https://www.ndtv.com/india-news/row-over-asking-teachers-to-take-foreign-returnees-to-quarantine-centres-2264140,Row Over Asking Teachers To Take Foreign Returnees To Quarantine Centres,The teaching fraternity and opposition parties Thursday strongly condemned the decision of authorities in Ludhiana to depute government schoolteachers for bringing foreign returnees from airport to coronavirus quarantine centres.
7,"India News | Written by Anurag Dwary | Thursday July 16, 2020",https://www.ndtv.com/india-news/tulsi-plants-shivlings-for-a-soft-hindutva-contest-in-madhya-pradesh-2264131,"Tulsi Plants, Shivlings For A Soft Hindutva Contest In Madhya Pradesh","While the BJP is relying on its ""Har Har Modi, Ghar Ghar Tulsi"" campaign, distributing tulsi or holy basil saplings, the Congress is busy with its ""Har Har Mahadev, Ghar Ghar Mahadev"" campaign, distributing miniature idols of Lord Shiva or Shivlings among voters in the Sanwer constituency reserved for scheduled caste candidates. While a date has no..."
8,"India News | Press Trust of India | Thursday July 16, 2020",https://www.ndtv.com/india-news/bengal-governor-jagdeep-dhankhar-acting-more-dangerously-than-bjp-mouthpiece-mamata-banerjee-2264115,Bengal Governor Acting More Dangerously Than BJP Mouthpiece: Mamata Banerjee,"West Bengal Chief Minister Mamata Banerjee on Thursday said Governor Jagdeep Dhakhar was acting ""more dangerously"" than a BJP mouthpiece and it doesn't suit someone holding a constitutional post, hours after he criticised the state's education system."
9,"India News | Reported by Sunil Prabhu & Akhilesh Sharma, Edited by Deepshikha Ghosh | Thursday July 16, 2020",https://www.ndtv.com/india-news/bjp-leader-vasundhara-raje-has-asked-mlas-to-support-ashok-gehlot-alleges-partys-ally-2264040,"Vasundhara Raje Asked Congress MLAs To ""Support Ashok Gehlot"": BJP Ally","A BJP ally in Rajasthan has alleged that former Chief Minister Vasundhara Raje, the BJP's most prominent leader in the state, is trying to help Chief Minister Ashok Gehlot, whose Congress government is facing a huge threat from rebel Sachin Pilot."
10,"Opinion | Mukul Kesavan | Sunday July 19, 2020",https://www.ndtv.com/opinion/the-importance-of-being-sachin-pilot-by-mukul-kesavan-2264033,Sachin Pilot Likely Sees Rahul Gandhi As A Cautionary Tale,The political importance of the sacking of Sachin Pilot is obvious: it paves the way for another defector-driven change of guard in a state the BJP wants to reclaim. It's also sociologically interesting for the insight it offers into the political preferences of India's English-speaking commentariat. I should specify that the reference here is to ...
11,"India News | ANI | Thursday July 16, 2020",https://www.ndtv.com/india-news/bjp-opposition-in-madhya-pradesh-spar-as-farmer-couple-try-to-kill-self-2263978,"BJP, Opposition In Madhya Pradesh Spar As Farmer Couple Try To Kill Self","The Guna incident, in which a Dalit couple consumed poison after they were allegedly manhandled by the police during an anti-encroachment drive, has led to a slugfest between the BJP and the Opposition parties."
12,"India News | Reported by Sunil Prabhu, Edited by Deepshika Ghosh | Friday July 17, 2020",https://www.ndtv.com/india-news/too-far-says-congress-as-sachin-pilot-goes-to-court-2263969,"Too Far, Says Congress, As Sachin Pilot Goes To Court","Sachin Pilot has ""gone to a point of no return"", the Congress said today as he and his rebel squad took the party to court today. Team pilot has challenged disqualification notices served to them yesterday for ""anti-party activities"" after they skipped two meetings of Congress MLAs called by Chief Minister Ashok Gehlot."
13,"India News | Press Trust of India | Thursday July 16, 2020",https://www.ndtv.com/india-news/any-plan-of-ghar-wapsi-if-not-joining-bjp-kapil-sibal-to-sachin-pilot-2263806,"Any Plan Of ""Ghar Wapsi"", If Not Joining BJP: Kapil Sibal To Sachin Pilot","Taking a swipe at Sachin Pilot over his claim that he is not joining the BJP, senior Congress leader Kapil Sibal today asked what happens to his ""ghar wapsi"" and whether Rajasthan's dissident legislators are vacationing in Haryana under the ""watchful eye"" of the BJP."
